name,gender
sauravi,F
savarna,F
savidharani,F
savi,F
savita,F
savitashri,F
savitha,F
savitri,F
sayali,F
sayantika,F
sayona,F
sayuri,F
seema,F
seemanti,F
seemantini,F
sejal,F
selma,F
semanti,F
serena,F
sesha,F
setu,F
seva,F
sevati,F
sevanthika,F
sevita,F
shabnam,F
shabari,F
shachi,F
shagun,F
shaila,F
shailaja,F
shailasha,F
shaili,F
shaivi,F
shakambari,F
shakeela,F
shakini,F
shakti,F
shakuntala,F
shalaka,F
shalalu,F
shalika,F
shalini,F
shalmali,F
shama,F
shambari,F
shambhavi,F
shambhukanta,F
shameena,F
shamim,F
shamita,F
shampa,F
shankari,F
shankhamala,F
shansa,F
shanta,F
shantala,F
shanthini,F
shanti,F
shanvi,F
sharada,F
sharadini,F
sharani,F
sharanya,F
sharaya,F
sharda,F
shardambha,F
shari,F
sharika,F
sharini,F
sharmadha,F
sharmila,F
sharmistha,F
sharvani,F
sharvari,F
shasha,F
shashi,F
shashibala,F
shashikala,F
shashini,F
shashiprabha,F
shashirekha,F
shaswati,F
shatakshi,F
shayna,F
sheela,F
sheen,F
sheetal,F
shefali,F
shefalika,F
shejali,F
shemyukta,F
sheoli,F
shevalini,F
shevanti,F
shibani,F
shichi,F
shikha,F
shila,F
shilavatia,F
shilna,F
shilpa,F
shilpita,F
shina,F
shinjini,F
shipra,F
shirina,F
shishirkana,F
shiuli,F
shivakanta,F
shivali,F
shivangi,F
shivani,F
shivanjali,F
shivanshi,F
shivapriya,F
shivasundari,F
shivi,F
shivika,F
shivli,F
shlesha,F
shloka,F
shobha,F
shobhana,F
shobhita,F
shomili,F
shona,F
shoni,F
shonima,F
shorashi,F
shraddha,F
shrankhla,F
shravani,F
shravanthi,F
shravasti,F
shravya,F
shraya,F
shree,F
shreela,F
shreema,F
shreemayi,F
shreeparna,F
shreeprada,F
shreeya,F
shrejal,F
shrena,F
shresta,F
shresth,F
shresthi,F
shreya,F
shreyashi,F
shreyovi,F
shri,F
shridevi,F
shridula,F
shrigauri,F
shrigeeta,F
shrijani,F
shrika,F
shrikala,F
shrikama,F
shrikirti,F
shrikumari,F
shrila,F
shrilata,F
shrilaxmi,F
shrilekha,F
shrimati,F
shrimayi,F
shrina,F
shrinitha,F
shristi,F
shrivalli,F
shrividya,F
shriya,F
shriyadita,F
shrujana,F
shrujeshwari,F
shruta,F
shrutaly,F
shruthi,F
shruthika,F
shruti,F
shrutika,F
shrutuja,F
shubha,F
shubhada,F
shubhangi,F
shubhra,F
shuchi,F
shuchismita,F
shuchita,F
shuddhi,F
shukla,F
shukti,F
shulini,F
shulka,F
shushma,F
shutradevi,F
shveni,F
shveta,F
shweta,F
shyama,F
shyamala,F
shyamali,F
shyamalika,F
shyamalima,F
shyamangi,F
shyamari,F
shyamasri,F
shyamini,F
shyamlata,F
shyla,F
sibani,F
siddheshwari,F
siddhama,F
siddhangana,F
siddhani,F
siddhi,F
siddhiksha,F
siddhima,F
sikata,F
sikta,F
simbala,F
simi,F
simran,F
simrit,F
sindhu,F
sindhuja,F
sinhayana,F
sinjini,F
sinsapa,F
sirisha,F
sita,F
sitara,F
sitesh,F
sivanandhini,F
sivaneswary,F
sivani,F
sivasathi,F
siya,F
siyona,F
skanda,F
skandajit,F
smana,F
smera,F
smita,F
smitakshi,F
smithika,F
smriti,F
smruti,F
sneh,F
sneha,F
snehal,F
snehelata,F
snehi,F
snigda,F
snikitha,F
sniksha,F
sohalia,F
sohni,F
solanlle,F
soma,F
somalakshmi,F
somansh,F
somatra,F
somila,F
somya,F
sona,F
sonakshi,F
sonal,F
sonali,F
sonaltasha,F
sonam,F
soneera,F
sonia,F
sonika,F
soonera,F
soorat,F
sosamma,F
sougandika,F
soujanya,F
soukhya,F
sourabhi,F
sowjanya,F
sowmya,F
spoorthy,F
sravanti,F
sreeja,F
sreejata,F
sreya,F
srichaitra,F
sridatri,F
sridevi,F
srihitha,F
srikanya,F
srinithi,F
srinika,F
sripada,F
srisha,F
sristi,F
srutakirti,F
stavita,F
striratna,F
stuti,F
subarna,F
subhadra,F
subhaga,F
subhagya,F
subhashini,F
subhasini,F
subhi,F
subhiksha,F
subhuja,F
subiksha,F
subodhini,F
subrata,F
suchandra,F
sucharita,F
sucheta,F
suchhaya,F
suchi,F
suchismita,F
suchita,F
suchitra,F
sudakshima,F
sudarshana,F
sudarshini,F
sudeepa,F
sudeepta,F
sudena,F
sudeshna,F
sudevi,F
sudha,F
sudhamayi,F
sudhira,F
sudiksha,F
sudipta,F
sudipti,F
suditi,F
sugandha,F
suganya,F
sugathri,F
sugauri,F
sugita,F
suhag,F
suhaila,F
suhas,F
suhani,F
suhasini,F
suhavi,F
suhina,F
suhrita,F
sujala,F
sujata,F
sujaya,F
sujitha,F
sukanya,F
sukeshi,F
sukhada,F
sukhmani,F
sukriti,F
sukruti,F
suksha,F
sukshma,F
suksma,F
sukumari,F
sukushi,F
sulabha,F
sulaksha,F
sulakshana,F
sulakshmi,F
sulalita,F
sulbha,F
sulekha,F
suloch,F
sulochana,F
sultana,F
suma,F
sumaira,F
suman,F
sumana,F
sumangli,F
sumanolata,F
sumati,F
sumavali,F
sumedha,F
sumi,F
sumita,F
sumitha,F
sumitra,F
sumona,F
sumukhi,F
sunaina,F
sunamya,F
sunanda,F
sunandini,F
sunandita,F
sunayana,F
sunayna,F
sundari,F
sundha,F
sundhuja,F
suneeti,F
sunetra,F
sunila,F
suniska,F
sunita,F
suniti,F
suparna,F
suprabha,F
suprasanna,F
supreetha,F
suprema,F
suprita,F
supriti,F
supriya,F
supti,F
surabhi,F
suraksha,F
surama,F
surangi,F
suranjana,F
surasa,F
surasti,F
suravi,F
suravinda,F
surekha,F
sureshi,F
sureshwari,F
surina,F
surotama,F
suruchi,F
surupa,F
surya,F
suryadita,F
suryakanti,F
suryani,F
sushama,F
sushanti,F
sushila,F
sushma,F
sushmita,F
sushobhana,F
susila,F
susita,F
susmita,F
susumna,F
sutanuka,F
sutapa,F
sutara,F
suvali,F
suvarna,F
suvarnmala,F
suvarnaprabha,F
suvarnarekha,F
suvitha,F
suvrata,F
suyasha,F
svadhi,F
svaha,F
svana,F
svara,F
svitra,F
swagata,F
swaha,F
swapanthi,F
swapna,F
swapnali,F
swapnasundari,F
swapnika,F
swara,F
swarnalata,F
swarnaprabha,F
swarnika,F
swarupa,F
swastika,F
swati,F
sweta,F
taanusiya,F
tabassum,F
taj,F
talika,F
talli,F
tamali,F
tamalika,F
tamanna,F
tamasa,F
tamasi,F
tamasvini,F
tamira,F
tanaya,F
tanam,F
taneesha,F
tani,F
tania,F
taniamitra,F
tanika,F
tanima,F
tanirika,F
tanisha,F
tanisi,F
tannistha,F
tanmaya,F
tanmayee,F
tannishtha,F
tanu,F
tanuja,F
tanuka,F
tanulata,F
tanupa,F
tanushi,F
tanushri,F
tanvee,F
tanvi,F
tanya,F
tanzil,F
tapani,F
tapasi,F
tapati,F
tapi,F
tapni,F
tapti,F
tara,F
tarai,F
taraka,F
tarakeshwari,F
tarakini,F
tarala,F
tarana,F
tarangini,F
tarani,F
taranija,F
tarannum,F
tarika,F
tarini,F
tarita,F
tarjani,F
tarkeshwari,F
tarla,F
tarli,F
tarlika,F
tarpana,F
taru,F
tarulata,F
taruna,F
taruni,F
tarunika,F
tarunima,F
tasha,F
tatini,F
tavishi,F
tejal,F
tejasvi,F
tejaswini,F
teji,F
tejomayi,F
teertha,F
thahiya,F
thaneesha,F
thankam,F
thanmayu,F
tharisha,F
thumri,F
teja,F
tilaka,F
tilika,F
tilottama,F
timila,F
tina,F
tista,F
tisya,F
tithi,F
titiksha,F
tiya,F
toral,F
toshani,F
toya,F
torsha,F
trariti,F
trayi,F
treena,F
treeshita,F
treya,F
triambika,F
triaksha,F
tribhuvaneshwari,F
tridhara,F
tridiva,F
triguna,F
triguni,F
trijagati,F
trikaya,F
trilochana,F
trinayani,F
trinetra,F
triparna,F
tripta,F
tripti,F
tripura,F
tripurasundari,F
tripuri,F
triputa,F
trisha,F
trishala,F
trishna,F
trishulini,F
triti,F
triveni,F
triya,F
triyama,F
trupti,F
trusha,F
tuhi,F
tuhina,F
tula,F
tulasi,F
tulika,F
tulsi,F
tulya,F
turanya,F
turvi,F
turya,F
tusharkana,F
tushita,F
tusti,F
tvarita,F
tvisha,F
ubika,F
ucchal,F
udantika,F
udaya,F
udbala,F
udgita,F
udichi,F
udipti,F
udita,F
uditi,F
udvita,F
udyati,F
ujas,F
ujhala,F
ujjayini,F
ujjwala/,F
ulka,F
ullupi,F
ulupi,F
ulupya,F
uma,F
umi,F
umika,F
unma,F
unnati,F
unni,F
upada,F
upadhriti,F
upala,F
upama,F
upasana,F
ura,F
urishilla,F
urishita,F
urja,F
urjita,F
urmi,F
urmika,F
urmila,F
urshita,F
urvashi,F
urvi,F
usha,F
ushakiran,F
ushalakshi,F
ushashi,F
ushi,F
ushma,F
usra,F
usri,F
utalika,F
utkarsha,F
utpala,F
utpalakshi,F
utpalini,F
utpatti,F
utsa,F
utsavi,F
uttara,F
vaagdevi,F
vaanika,F
vachya,F
vagisha,F
vagishwari,F
vaidarbhi,F
vaidehi,F
vaiga,F
vaijayanti,F
vaijayantimala,F
vainavi,F
vaisakhi,F
vaishali,F
vaishavi,F
vaishnavi,F
vaishnodevi,F
vajra,F
vajreshwari,F
valini,F
vallabha,F
vallari,F
valli,F
vallika,F
vama,F
vamakshi,F
vamdevi,F
vamika,F
vamil,F
vamita,F
vanadurga,F
vanaja,F
vanalika,F
vanani,F
vandana,F
vandita,F
vaneesha,F
vaneet,F
vanhi,F
vanhishikha,F
vani,F
vania,F
vanini,F
vanishri,F
vanita,F
vanjan,F
vanmala,F
vanmalli,F
vanmayi,F
vansha,F
vanshi,F
vanshika,F
vara,F
varaa,F
varada,F
varali,F
varalika,F
varana,F
varda,F
vari,F
varij,F
varija,F
varisha,F
varnika,F
varnu,F
varsha,F
varshana,F
varshini,F
vartika,F
varuna,F
varunavi,F
varuni,F
varunika,F
varushka,F
varya,F
vasana,F
vasanta,F
vasantaprabha,F
vasanti,F
vasantika,F
vasatika,F
vasavi,F
vashnie,F
vasuda,F
vasudeva,F
vasudha,F
vasudhara,F
vasudharini,F
vasuki,F
vasulakshmi,F
vasumati,F
vasundhara,F
vati,F
vatsala,F
veda,F
vedanti,F
vedashri,F
vedha,F
vedi,F
vedika,F
vedvalli,F
veeksha,F
veena,F
veenapani,F
vela,F
venah,F
venika,F
venuka,F
venya,F
vetali,F
vetravati,F
vibali,F
vibha,F
vibhavari,F
vibhi,F
vibhuti,F
vibusha,F
vidhi,F
vidhut,F
vidisha,F
vidita,F
vidula,F
vidushi,F
vidya,F
vidyadevi,F
vidyadhari,F
vidyut,F
vidyutprabha,F
vignyatri,F
vijaya,F
vijayalakshmi,F
vijayanthi,F
vijeta,F
vijul,F
vikasni,F
vikruti,F
vilasini,F
vilina,F
vimala,F
vimla,F
vimudha,F
vina,F
vinamra,F
vinanti,F
vinata,F
vinati,F
vinaya,F
vindhya,F
vineeta,F
vinesh,F
vinita,F
vinodini,F
vinutha,F
vipanchi,F
vipasa,F
vipasha,F
vipra,F
vipula,F
virendri,F
virika,F
virini,F
visala,F
vishaka,F
vishala,F
vishakha,F
vishalakshi,F
vishali,F
vishalya,F
vishaya,F
vishma,F
vishnumaya,F
vishnupriya,F
vishranti,F
vishva,F
vishwa,F
vishwambhara,F
vismaya,F
vistarini,F
vithika,F
viti,F
viveka,F
vividha,F
vrajabala,F
vrinda,F
vriha,F
vrisha,F
vrishti,F
vritee,F
vritika,F
vritti,F
vrushali,F
vyanjana,F
vyjayanthi,F
vyomini,F
wakeeta,F
yaagnya,F
yachana,F
yadavi,F
yahvi,F
yaksha,F
yamika,F
yamini,F
yamuna,F
yamuni,F
yamura,F
yamya,F
yashasvi,F
yashasvini,F
yashawini,F
yashi,F
yashika,F
yashila,F
yashita,F
yashmita,F
yashoda,F
yashodhara,F
yashomati,F
yasmin,F
yasti,F
yatra,F
yatudhani,F
yauvani,F
yavonne,F
yayaati,F
yema,F
yochana,F
yogeshwari,F
yogini,F
yogita,F
yogya,F
yojana,F
yonita,F
yoshita,F
yousha,F
yuktha,F
yukti,F
yuti,F
yutika,F
yuvati,F
yuvika,F
yuvraani,F
zaaei,F
zaara,F
zachni,F
zahara,F
zaheera,F
zahira,F
zahra,F
zaida,F
zaina,F
zalak,F
zalika,F
zamuni,F
zanie,F
zankar,F
zankrut,F
zara,F
zaral,F
zareen,F
zarina,F
zarna,F
zeena,F
zeenat,F
zena,F
zenia,F
zenoushka,F
zheel,F
zia,F
ziana,F
zinga,F
zisya,F
zita,F
ziya,F
zohra,F
zora,F
zoya,F
zuha,F
zuri,F
