surname
Seshadri
Seth
Sethi
Setty
Sha
Shah
Shan
Shankar
Shanker
Sharaf
Sharma
Shenoy
Shere
Sheth
Shetty
Shroff
Shukla
Sibal
Sidhu
Singh
Singhal
Sinha
Sodhi
Solanki
Som
Soman
Soni
Sood
Sridhar
Srinivas
Srinivasan
Srivastava
Subramaniam
Subramanian
Sule
Sundaram
Sunder
Sur
Sura
Suresh
Suri
Swaminathan
Swamy
Tailor
Tak
Talwar
Tandon
Taneja
Tank
Tara
Tata
Tella
Thaker
Thakkar
Thakur
Thaman
Tiwari
Toor
Tripathi
Trivedi
Upadhyay
Uppal
Vaidya
Vala
Varghese
Varkey
Varma
Varty
Varughese
Vasa
Venkataraman
Venkatesh
Verma
Vig
Virk
Viswanathan
Vohra
Vora
Vyas
Wable
Wadhwa
Wagle
Wali
Walia
Walla
Warrior
Wason
Yadav
Yogi
Yohannan
Zacharia
Zachariah
Abad
Abbas
Abbasi
Abdalla
Abdallah
Abdella
Abdelnour
Abdelrahman
Abdi
Abdo
Abdoo
Abdou
Abdul
Abdulla
Abdullah
Abed
Abid
Abood
Aboud
Abu
Adel
Afzal
Agha
Ahmad
Ahmadi
Ahmed
Ahsan
Akbar
Akbari
Akel
Akhtar
Akhter
Akram
Alam
Ali
Allam
Allee
Alli
Ally
Aly
Aman
Amara
Amber
Ameen
Amen
Amer
Amin
Amini
Amir
Amiri
Ammar
Ansari
Anwar
Arafat
Arif
Arshad
Asad
Ashraf
Aslam
Asmar
Assad
Assaf
Atallah
Attar
Awan
Aydin
Ayoob
Ayoub
Ayub
Azad
Azam
Azer
Azimi
Aziz
Azizi
Azzam
Azzi
Bacchus
Baccus
Bacho
Baddour
Badie
Badour
Bagheri
Baig
Baksh
Baluch
Bangura
Barakat
Bari
Basha
Bashara
Basher
Bashir
Baten
Begum
Beshara
Bey
Beydoun
Bilal
Bina
Burki
Can
Chahine
Dajani
Dallal
Daoud
Darwish
Dawood
Demian
Diab
Dib
Doud
Ebrahim
Ebrahimi
Edris
Eid
El-Sayed
Elamin
Elbaz
Emami
Fadel
Fahmy
Fahs
Farag
Farah
Faraj
Fares
Farha
Farhat
Farid
Faris
Farman
Farooq
Farooqui
Farra
Farrah
Farran
Fawaz
Fayad
Firman
Gaber
Gad
Galla
Ghaffari
Ghanem
Ghani
Ghattas
Ghazal
Ghazi
Greiss
Guler
Habeeb
Habib
Habibi
Hadi
Hafeez
Hai
Haidar
Haider
Hakeem
Hakim
Halaby
Halim
Hallal
Hamad
Hamady
Hamdan
Hamed
Hameed
Hamid
Hamidi
Hammad
Hammoud
Hana
Hanif
Hannan
Haq
Haque
Hares
Hariri
Harron
Harroun
Hasan
Hasen
Hashem
Hashemi
Hashim
Hashmi
Hassan
Hassen
Hatem
Hoda
Hoque
Hosein
Hossain
Hosseini
Huda
Huq
Husain
Hussain
Hussein
Ibrahim
Idris
Imam
Iman
Iqbal
Irani
Ishak
Ishmael
Islam
Ismael
Ismail
Jabara
Jabbar
Jabbour
Jaber
Jabour
Jafari
Jaffer
Jafri
Jalali
Jalil
Jama
Jamail
Jamal
Jamil
Jan
Javed
Javid
Kaba
Kaber
Kabir
Kader
Kaiser
Kaleel
Kalil
Kamal
Kamali
Kamara
Kamel
Kanan
Karam
Karim
Karimi
Kassem
Kazemi
Kazi
Kazmi
Khalaf
Khalid
Khalifa
Khalil
Khalili
Khan
Khatib
Khawaja
Koroma
Laham
Latif
Lodi
Lone
Madani
Mady
Mahdavi
Mahdi
Mahfouz
Mahmood
Mahmoud
Mahmud
Majeed
Majid
Malak
Malek
Malik
Mansoor
Mansour
Mansouri
Mansur
Maroun
Masood
Masri
Massoud
Matar
Matin
Mattar
Meer
Meskin
Miah
Mian
Mina
Mir
Mirza
Mitri
Moghaddam
Mohamad
Mohamed
Mohammad
Mohammadi
Mohammed
Mohiuddin
Molla
Momin
Mona
Morad
Moradi
Mostafa
Mourad
Mousa
Moussa
Moustafa
Mowad
Muhammad
Muhammed
Munir
Murad
Musa
Mussa
Mustafa
Naderi
Naim
Naqvi
Nasir
Nasr
Nasrallah
Nasser
Nassif
Nawaz
Nazar
Nazir
Neman
Niazi
Noor
Noorani
Noori
Nour
Nouri
Obeid
Odeh
Omar
Omer
Othman
Ozer
Pasha
Pashia
Pirani
Popal
Pour
Qadir
Qasim
Qazi
Quadri
Raad
Rabbani
Rad
Radi
Radwan
Rafiq
Rahaim
Rahaman
Rahim
Rahimi
Rahman
Rahmani
Rais
Ramadan
Ramin
Rashed
Rasheed
Rashid
Rassi
Rasul
Rauf
Rayes
Rehman
Rehmann
Reza
Riaz
Rizk
Saab
Saad
Saade
Saadeh
Saah
Saba
Saber
Sabet
Sabir
Sadek
Sader
Sadiq
Sadri
Saeed
Safar
Safi
Sahli
Saidi
Sala
Salaam
Saladin
Salah
Salahuddin
Salam
Salama
Salame
Salameh
Saleem
Saleh
Salehi
Salek
Salem
Salih
Salik
Salim
Salloum
Salman
Samaan
Samad
Samara
Sarah
Sarwar
Sattar
Satter
Sawaya
Sayed
Selim
Semaan
Sesay
Shaban
Shabazz
Shad
Shaer
Shafi
Shahan
Shaheed
Shaheen
Shahid
Shahidi
Shahin
Shaikh
Shaker
Shakir
Shakoor
Sham
Shams
Shareef
Sharif
Shariff
Sharifi
Shehadeh
Shehata
Sheikh
Siddiqi
Siddique
Siddiqui
Sinai
Soliman
Soltani
Srour
Sulaiman
Suleiman
Sultan
Sultana
Syed
Tabatabai
Tabet
Taha
Taheri
Tahir
Tamer
Tariq
Tawil
Turay
Uddin
Ullah
Usman
Vaziri
Wahab
Wahba
Waheed
Wakim
Yacoub
Yamin
Yasin
Yassin
Younes
Younis
Yousef
Yousif
Youssef
Yousuf
Yusuf
Zadeh
Zafar
Zaher
Zahra
Zaidi
Zakaria
Zaki
Zaman
Zamani
Zia
Baltimore
Biffle
Canine
Chia
Christianson
Courtland
Crownover
Daughenbaugh
Dimick
Dollar
Easterlin
Felch
Goleman
Governor
Harjo
Harkleroad
Harkrader
Hipple
Imler
Kinderman
Kitelinger
Klish
Lakin
Lepley
Malich
Pershing
Ridlehoover
Rodeheaver
Rodenbaugh
Sauerbrey
Settlemire
Strome
Thobe
Van Every
Wisener
Youtz
Abbi
Abhyankar
Abraham
Achrekar
Adani
Adhikane
Adhikari
Adiga
Advani
Agarkar
Agnihotri
Agvan
Ahlawat
Aiyappa
Ajgaonkar
Akash
Akkineni
Amarnath
Ambani
Ambedkar
Ambekar
Ambuja
Ambulkar
Ameer
Amladi
Amravatikar
Amrutham
Anandi
Anchan
Aneja
Annaladasula
Antony
Anumula
Apdev
Apture
Argade
Arjun
Ashar
Asrani
Asthana
Ashtikar
Atre
Atrey
Atri
Attal
Aulakh
Avari
Awasthi
Babariya
Babbar
Bachchan
Badgujar
Badkas
Badhe
Bhadsavle
Bhaduri
Bhasi
Bafna
"Baghel, Bagul"
Baid
Bajpai
Balaji
Balasubramaniam
Balsara
Bamnote
Bandodkar
Bandyopadhyay
Bangera
Bangre
Banjan
Bansod
Banthia
Banthiya
Bantwal
Bapat
Barde
Bardia
Barot
Barua
Basra
Batliwalla
Bawaskar
Baweja
Bawre
Bendre
Benegal
Bengre
Berde
Bhaiya
Bhagavathar
Bhagwat
Bhakri
Bhalodiya
Bhan
Bhanot
Bhanushali
Bharadwaj
Bhargav
Bharjatya
Bharti
Bhathheja
Bhattacharya
Bhattad
Bhave
Bhende
Bhide
Bhimani
Bhite
Bhoir
Bhoite
Bhojwani
Bhosale
Bhowmick
Bhupathi
Bhushan
Bhuptani
Bhutada
Bijlani
Bika
Binny
Birla
Bisht
Bisoi
Biyani
Bobde
Bodhankar
Bokare
Borgaonkar
Borkar
Borisa
Bradoo
Buddharaju
Budhisagar
Bundela
Burman
Busanagari
Buty
Cethirakath
Chabbria
Chabukswar
Chakole
Chakravarthy
Chanana
Chanchad
Chandani
Chandavarkar
Chandel
Chandak
Chandok
Chandorkar
Chandrababu
Channe
Chafekar
Chaphekar
Chary
Chattaraj
Chattopadhyay
Chaturvedi
Chaubey
Chavan
Chaurasiya
Chaurasia
Chedge
Chettipally
Chimalwar
Chimote
Chimurkar
Chintawar
Chitale
Chitalia
Chitnis
Choksi
Chorghade
Chotai
Chowdhary
Chugh
Chadaram
Dabholkar
Dabral
Dadlani
Daftari
Daga
Dahake
Darekar
Dalvi
Damble
Damle
Dandale
Dandekar
Dang
Darbari
Darji
Darling
Dashmunshi
Daswani
Datey
Dawande
Dayma
Dedhe
Dedhia
Dehadrai
Denzongpa
Deodhar
Deora
Dev
Devadiga
Devadikar
Devaiah
Devgade
Devgan
Dewaikar
Dhake
Dhameja
Dhanoa
Dharashiokar
Dharmadhikari
Dholakia
Dhone
Dhoni
Dhoot
Dhote
Dhumal
Dhumale
Dikshit
Divekar
Diwadkar
Diwe
Dobriyal
"Doifode, Doiphode"
Dongre
Dosanjh
Draboo
Duddala
Duggal
Dusanj
Dwivedi
Dande
Doley
Eknath
"Engle, Ingle"
Faasil
Fadikar
Fadnavis
Fansekar
Faujdar
Faye
Fernandez
Firodia
Fotedar
Gadde
Gadekar
Gadgil
Ghadse
Gadikar
Gadkari
Gadre
Gaikwad
Gaiki
Gaitonde
Gajjar
Gambhir
Ganatra
Gangopadhyay
Gangotri
Garach
Garapati
Garcia
Garware
Gavaskar
Gaur
Gautam
Gavit
Gawande
Gayatri
Gehlot
Ghai
Ghaisas
Ghanekar
Ghatate
Ghate
Ghoshal
Ghui
Gilani
Girdhar
Girotra
Godbole
Godse
Goenka
Gohad
Gohil
Gokarn
Golani
Gopalan
Gopi
Gore
Gosai
Gosain
Gounder
Govind
Govitrikar
Gowarikar
Gowda
Gujar
Gujral
Gulgule
Gulwadi
Gunnam
Gupte
Gurnani
Gursahani
Gurwara
Haasan
Hadapsar
Hadas
Hagavane
Haksar
Handoo
Hangal
Hansraj
Hardas
Haridas
Harode
Hasnee
Hattangadi
Hazra
Hazare
Hazari
Hazarika
Hebbar
Hinduja
Hingorani
Hiranandani
Hirani
Hirlekar
Hirwani
Hiwre
Hole
Holkar
Hooda
Hoon
Hoskote
Huilgol
Hundal
Hussainl
Inamdar
Indoria
Indulkar
Ingle
Ingole
Iragavarapu
Ivaturi
Jadeja
Jadhav
Jadi
Jadon
Jagtap
Jaiswal
Jajoo
Jalan
Janardhan
Janefalkar
Janmeja
Janolkar
Janumala
Jariwala
Jatasra
Jawalkar
Jena
Jhathar
Jhawar
Jindal
Jinturkar
Jobanputra
Joglekar
Johar
Juneja
Juvekar
kantharia
Kadam
Kak
Kakde
Kalawar
Kalbhor
Kalra
Kalwani
Kamat
Kambli
Kamboj
Kanakia
Kanchan
Kane
Kanetkar
Kanhe
Kanitkar
Kankariya
Kannaujiya
Kanojiya
Kanoongo
Kansal
Kapre
Kapse
Karanth
Karia
Karkare
Karkera
Karlekar
Karnad
Karnatakkachu
Karnawat
Karthik
Karwande
Kasat
Kasundra
Katoch
Kelkar
Keshari
Kewalramani
Khadse
Khaitan
Khandar
Khandelwal
Khanduja
Khanolkar
Kharbanda
Khedekar
Khemu
Kher
Khetarpal
Khobragade
Kholkute
Khopkar
Kilachand
Kinariwala
Kinariwalla
Kirloskar
Kochar
Koganti
Kohale
Kondke
Kori
Kothale
Kotian
Kottarakkara
Kottary
Kriplani
Kuchibhotla
Kukde
Kukkar
Kukreja
Kukyan
Kulshreshtha
Kumari
Kumbhare
Kumble
Kumpawat
Kumta
Kundar
"Kundra, Kunder"
Kurien
Kurup
kathiriya
Koshley
Karpur
Kabariya
Laddha
Lagadapati
Laghate
Lagoo
Lahoti
Lakhani
Lakhotia
Lalbhai
Lalchandani
Lallad
Lalwani
Lamba
Langote
Langroo
Lapalikar
Latkar
Lele
Ligam
Limaye
Lobo
Lodha
Lohia
Lokhande
Lopes
Lote
Ludhani
Lunkad
Loonaich
Maan
Mabiyan
Madasani
Madiwale
Mafatlal
Mahakale
Mahalingam
Mahashabde
Maheshwari
Mahindra
Mahindrakar
Maitra
Makhija
Makwana
Malhan
Mali
Malini
Mallapur
Mallya
Malpe
Malusare
Malviya
Mamdani
Manak
Manchandha
Mandalik
Mande
Mandhane
Mandlekar
Manjrekar
Marathe
Marwah
Marwaha
Mashelkar
Mathurkar
Mattu
Mayar
Meghe
Mendhi
Mendon
Mhatre
Mirchandani
Modak
Moghe
Mohit
Mohril
Moitra
Mojala
Molkar
Mongia
Morea
Motwani
Macwan
Mudaliyar
Mujawar
Mujumdar
Mulchandani
Mule
Muley
Mulki
Mundan
Mundhe
Mundi
Munjal
Munje
Muralidharan
Mushrif
Muttemwar
Muzumdar
Noora
Nabar
Nadar
Nadella
Nadikatla
Nag
Nagaiah
Nagpal
Nakra
Nalamolu
Nambian
Nambiar
Nambiyar
Namboodiri
Nakhate
Nanavati
Nandamuri
Nandanwar
Nandigam
Nanivadekar
Nanoti
Naresh
Narlikar
Nathawat
Naudiyal
Nawre
Negi
Nehra
Nehru
Nelluri
Nene
Nerurkar
Nigade
Nihalani
Nikam
Nike
Nikhanj
Nimbalkar
Nimbark
Nimhan
Nischol
Nitharwal
Oberoi
"Ogle, Ogale"
Ogra
Ohri
Omble
Omkareshwar
Omkarnath
Ozha
Padukone
Padwad
Pahwa
Pagi
Paintal
Palande
Palandurkar
Palav
Palekar
Paliwal
Palod
Pancholi
Panda
Pande
Pandher
Pandhripande
Pandian
Pangarkar
Page
Pagey
Panicker
Panigrahi
Panjwani
Panse
Panthulu
Panwar
Pappu
Papule
Parab
Paranjape
Parasher
Parate
Parchure
Pardesi
Pardeshi
Parihar
Parkhi
Parsodkar
Paruchuri
Pasricha
Patankar
Patekar
Patki
Patnaik
Patne
Patni
Patra
Patwardhan
Paud
Paul
"Pavri, Pawri"
Pawar
Pednekar
Pendharkar
Pendse
Phanse
Phatak
Phogat
Pimparkar
Pimplapure
Pingale
Pinjarkar
Piramal
Pitale
Pohankar
Pohnekar
Polekar
Porwal
Potdar
Potdukhe
Potluri
Prabhavalkar
Prajapati
Prasade
Prasadi
Pratham
Premji
Punia
Puniani
Puniyani
Punj
Punwani
Puram
Puranik
Puthran
"Qazi, Quazi"
Quereshi
Qureshi
Raaju
Raaz
Rahane
Raheja
Raikantiwar
Raina
Rairakhia
Raizada
Rajawat
Rajpurohit
Rakshit
Ramelwar
Ramisetty
Ramnani
Rampal
Ranade
Ranawat
Rane
Rathi
Rathod
Rathore
Ravinuthala
Rawal
Rawat
Raxit
Raykantiwar
Reshammiya
Rode
Rokade
Roshan
Roychoudhury
Ruia
Rungta
Ruparel
Rumalla
Sabnis
Sachan
Sadarangani
Sadhu
Safary
Sahai
Sahastrabuddhe
Sahedev
Sahu
Sahukar
Saigal
Saklani
Sakpal
Salian
Salmaan
Saluja
Salunkhe
Samarth
Samdurkar
Samudre
Sanghavi
Sanil
Sanir
Sannidhi
Sanon
Saoji
Sapra
Sarda
Sarja
Sarnaik
Sarode
Sarve
Sarwe
Satam
Satija
Savarkar
Sawant
Sawarkar
Sawji
Sehwag
Sekhri
Selvan
Setna
Shahane
Shastri
Shekhawat
Shelke
Sheirgill
Shekhar
Sheshadri
Shete
Shikhavat
Shikhawat
Shinde
Shirke
Shishodia
Shivalkar
Shivdasani
Shourey
Shrikhande
Shriyan
Sikarwar
[Simha]]
Singham
Singhania
Siripurapu
Sirish
Sobti
Somaiya
Somalwar
Somani
Somayajulu
Sonawane
Sonowal
Sonpatki
Subramanium
Subramanyam
Suchak
Suman
Surana
Surve
Suvarna
Swarup
Tadaskar
Tagore
Tahil
Tahiliani
Tahilramani
Talari
Talgeri
Talpade
Talsania
Tambe
Tambke
Tamang
Tamhane
Tamhankar
Tandel
Tanna
Tanti
Tanwar
Taparia
Taurani
Tawde
Tayde
Tejwani
Tekchandani
Tempalli
Tendulkar
Thackeray
Thakersey
Thakore
Thakral
Thakran
Thakre
Thakrey
Thakurtha
Thapa
Thapar
Thombre
Thorvi
Thosar
Thota
Thuse
Tijori
Tikoo
Tilak
Tirodkar
Tirpude
Tiwaskar
Tomar
Tope
Toshniwal
Tufchi
Tyagi
Tapaniya
Udayaraju
Udyavar
Ullal
Umbarkar
Unhale
Uniyal
Unni
Unnikrishnan
Unnithan
Upadhye
Upasni
Uplenchwar
Uppalapati
Upponi
Velugubanti
Vaghela
Vaida
Vaish
Vajpayee
Valecha
Vartak
Vashisth
Vasudevan
Vaswani
Vaze
Veeranna
Velankar
Vengsarkar
Venkat
Venkateswaran
Venkatraman
Verghese
Vernekar
Vichare
Vidyarthi
Vij
Vijay
Vijayrania
Vincent
Virani
Virmani
Visariya
Wadekar
Wadhavkar
Wadhva
Wadhawa
Wadhawan
Wadhwani
Wadia
Wagh
Waghe
Waghmare
Waghray
Waingankar
Wajantri
Waknis
Walale
Walawalakar
Walker
Wangdu
Wangnoo
Wani
Wanjare
Wanjari
Wankar
Wankhede
Waradpande
Wargantiwar
Warhadpande
Warraich
Warsi
Watane
Watharkar
Wattal
Watwe
Wazalwar
Wazir
Yagnik
Yarlagadda
Yedekar
Yederi
Yelimeli
Yelkar
Yelpude
Yenkie
Yennemadi
Yenugula
Yeolekar
Yerukola
Yesuraju
Zaantye
Zade
Zahaldar
Zalpuri
Zarapkar
Zariwala
Zate
Zaveri
Zende
Zite
Zutshi
mohmmad
md
moh
risidev
parthi
mena
parsad
karmokar
Lalchand
agrrwal
meghwal
rathour
bahadur
bumulu
tiwary
mohd
saini
damor
choudary
nepali
choudhri
aroda
batta
paswan
kha
modh
risidev
solanky
karmokar
sharjma
panday
kaura
uraown
gulyani
regni
charpota
jindwal
manchanda
mukhiya
singhla
lamba
mo.
grovar
miya
bhoora
trehan
ojha
bharati
chotele
vats
korada
mohd.
munda
taren
maharajapura
negi
garg
banshwal
bansal
Gola
parshad
chaudhry
chouhan
kapadi
mandl
bahuguna
deswal
ct.
kaliya
mohamad
nand
nandkeolyar
boity
mithal
dheer
kasyp
bhola
gupto
khatri
krishan
Chug
mod-
chakrawati
kalan
nimbolkar
malodia
prajapt
lukha
kr
bhati
